Part_ID,Part_Type,Airline_Name,Flight_Number,Temperature (°C),Pressure (bar),Vibration (mm/s),Working_Hours,Maintenance_Required,Failure_Type,Last_Maintenance_Date,Remaining_Life (hours),Flight_Type
PART_00462,Control Valve,Global Wings,FN_7586,65.46,103.2,5.08,12823,True,Seal Failure,2024-02-04,4912,Short-Haul
PART_00482,Control Valve,Global Wings,FN_8585,79.7,182.24,5.56,2100,True,Fuel Leakage,2024-03-06,6394,Long-Haul
PART_00465,Oil Pump,Global Wings,FN_7417,44.02,284.73,5.55,34075,True,Seal Failure,2024-02-17,8403,Long-Haul
PART_00392,Fuel Line,Cloud Nine Aviation,FN_2316,69.46,154.78,2.08,35058,False,Seal Failure,2024-05-20,612,Long-Haul
PART_00281,Hydraulic Pump,Global Wings,FN_2128,61.79,225.85,5.25,37421,True,Fuel Leakage,2024-11-27,6833,Private
PART_00356,Control Valve,Sky High Airlines,FN_3279,78.84,71.89,3.17,46349,True,None,2024-04-23,2430,Cargo
PART_00270,Hydraulic Pump,Global Wings,FN_6386,80.77,172.62,3.85,19594,False,Oil Leakage,2024-11-27,7688,Commercial
PART_00391,Hydraulic Pump,Sky High Airlines,FN_9751,100.06,203.06,8.48,26485,True,Valve Stuck,2024-01-19,6531,Cargo
PART_00444,Actuator,AirJet Airways,FN_7073,47.74,210.1,8.16,39896,True,None,2024-01-01,9429,Cargo
PART_00409,Control Valve,Global Wings,FN_4258,64.87,34.28,9.48,10509,True,Seal Failure,2024-10-18,8552,Private
PART_00324,Fuel Line,Sky High Airlines,FN_3133,102.42,160.26,6.85,32418,False,Fuel Leakage,2024-11-15,2524,Long-Haul
PART_00234,Fuel Line,Cloud Nine Aviation,FN_7796,110.56,34.41,8.3,31161,True,Turbine Overheat,2024-09-25,9512,Cargo
PART_00134,Fuel Line,Cloud Nine Aviation,FN_8136,71.37,211.25,6.64,1454,True,Turbine Overheat,2024-08-19,8417,Short-Haul
PART_00302,Hydraulic Pump,AirJet Airways,FN_3375,54.27,176.73,6.56,22445,False,Fuel Leakage,2024-11-19,882,Commercial
PART_00328,Turbine Blade,FlySwift,FN_6059,100.0,74.49,1.42,13492,False,Oil Leakage,2024-04-07,3937,Commercial
PART_00103,Oil Pump,Cloud Nine Aviation,FN_9714,113.53,263.55,8.25,4125,False,None,2024-10-28,965,Long-Haul
PART_00368,Wheel Brake Assembly,Global Wings,FN_5177,54.82,226.12,3.5,1891,False,Valve Stuck,2024-09-28,3594,Short-Haul
PART_00294,Fuel Injector,Cloud Nine Aviation,FN_7852,61.88,148.57,0.57,3109,False,Fuel Leakage,2024-11-02,405,Commercial
PART_00115,Fuel Line,Global Wings,FN_5713,60.02,166.63,6.12,48019,False,Pressure Loss,2024-01-05,3223,Cargo
PART_00124,Turbine Blade,FlySwift,FN_3261,112.87,104.34,5.13,22832,False,Pressure Loss,2024-01-02,7448,Private
PART_00392,Fuel Injector,FlySwift,FN_5149,115.74,243.11,0.4,49431,False,Valve Stuck,2024-08-04,4717,Long-Haul
PART_00449,Actuator,FlySwift,FN_7494,71.65,246.68,5.22,9897,False,Valve Stuck,2024-02-05,7902,Short-Haul
PART_00430,Actuator,AirJet Airways,FN_6676,67.88,263.67,1.53,41756,False,Valve Stuck,2024-05-15,2101,Short-Haul
PART_00097,Control Valve,Sky High Airlines,FN_1576,68.16,120.12,7.32,37391,True,Valve Stuck,2024-04-16,2177,Short-Haul
PART_00182,Hydraulic Pump,Global Wings,FN_8162,91.36,130.92,9.6,1672,True,Pressure Loss,2024-06-07,7080,Cargo
PART_00213,Navigation Module,Global Wings,FN_3159,69.47,143.99,9.85,8796,True,None,2024-01-03,9714,Long-Haul
PART_00065,Navigation Module,Cloud Nine Aviation,FN_1434,68.93,189.56,5.97,30091,True,Turbine Overheat,2024-12-21,2230,Long-Haul
PART_00097,Hydraulic Pump,Sky High Airlines,FN_1911,114.79,184.66,8.86,23505,False,Pressure Loss,2024-03-09,6527,Cargo
PART_00482,Hydraulic Pump,Global Wings,FN_6908,83.37,269.21,2.92,31877,True,Fuel Leakage,2024-02-02,6005,Short-Haul
PART_00056,Actuator,Global Wings,FN_2302,89.2,130.83,5.25,14848,True,Oil Leakage,2024-03-22,4583,Long-Haul
PART_00174,Fuel Injector,FlySwift,FN_7706,101.62,25.53,6.21,7419,True,Valve Stuck,2024-08-05,3402,Private
PART_00396,Turbine Blade,FlySwift,FN_3394,103.34,188.2,2.13,43172,False,None,2024-09-16,6150,Cargo
PART_00400,Actuator,Cloud Nine Aviation,FN_1177,51.13,132.46,3.38,8620,False,Seal Failure,2024-09-02,6264,Commercial
PART_00482,Wheel Brake Assembly,Sky High Airlines,FN_3193,105.56,66.79,7.55,6862,True,Pressure Loss,2024-06-20,868,Private
PART_00375,Oil Pump,FlySwift,FN_8046,50.44,151.38,7.86,16705,False,Turbine Overheat,2024-07-24,6358,Private
PART_00270,Navigation Module,FlySwift,FN_2771,116.35,184.92,4.64,40680,False,Seal Failure,2024-08-12,4610,Long-Haul
PART_00333,Fuel Line,AirJet Airways,FN_9319,50.73,21.26,0.43,14483,True,Valve Stuck,2024-04-18,7199,Long-Haul
PART_00292,Fuel Line,FlySwift,FN_9020,75.93,124.38,5.59,36784,True,Turbine Overheat,2024-01-20,4010,Short-Haul
PART_00495,Fuel Injector,FlySwift,FN_2248,77.05,55.98,5.83,31310,True,Seal Failure,2024-09-02,762,Commercial
PART_00247,Control Valve,Global Wings,FN_9399,77.13,72.46,0.36,18869,True,Pressure Loss,2024-07-28,5315,Commercial
PART_00142,Control Valve,Sky High Airlines,FN_5734,40.29,133.79,8.88,9975,False,Valve Stuck,2024-08-22,2784,Short-Haul
PART_00347,Navigation Module,Global Wings,FN_7540,99.91,42.95,6.28,45453,True,Valve Stuck,2024-02-09,2192,Commercial
PART_00218,Communication Module,Cloud Nine Aviation,FN_9562,67.49,36.24,8.96,34260,True,Turbine Overheat,2024-12-15,640,Cargo
PART_00104,Communication Module,FlySwift,FN_5650,60.1,49.19,5.33,8628,False,Fuel Leakage,2024-12-21,8723,Short-Haul
PART_00281,Oil Pump,Global Wings,FN_6183,119.4,201.23,2.27,46382,False,Oil Leakage,2024-08-15,6491,Private
PART_00396,Wheel Brake Assembly,FlySwift,FN_3742,92.46,181.01,3.21,6758,True,None,2024-06-25,277,Long-Haul
PART_00305,Communication Module,Cloud Nine Aviation,FN_2864,80.0,15.66,7.3,7180,True,None,2024-12-19,3448,Long-Haul
PART_00348,Navigation Module,FlySwift,FN_8312,87.84,239.82,1.72,24469,False,Turbine Overheat,2024-01-27,3069,Long-Haul
PART_00042,Wheel Brake Assembly,FlySwift,FN_2836,98.83,17.47,6.65,37174,True,Valve Stuck,2024-05-02,913,Private
PART_00146,Actuator,Global Wings,FN_9282,71.13,170.59,2.07,49671,False,Seal Failure,2024-08-01,2099,Long-Haul
PART_00420,Wheel Brake Assembly,Global Wings,FN_9549,62.07,11.28,7.88,24943,True,Fuel Leakage,2024-08-21,2266,Short-Haul
PART_00481,Communication Module,AirJet Airways,FN_7175,106.49,280.49,0.04,8716,False,Seal Failure,2024-07-05,4446,Cargo
PART_00063,Navigation Module,Sky High Airlines,FN_2772,64.86,130.88,1.35,38362,False,Valve Stuck,2024-05-05,4683,Private
PART_00289,Actuator,Global Wings,FN_1078,45.84,230.09,6.03,1995,True,Turbine Overheat,2024-09-17,4513,Long-Haul
PART_00351,Wheel Brake Assembly,FlySwift,FN_9201,87.54,10.69,1.44,20601,False,Turbine Overheat,2024-06-28,9108,Long-Haul
PART_00346,Hydraulic Pump,Sky High Airlines,FN_7503,52.28,255.21,1.46,34117,True,Oil Leakage,2024-09-01,4908,Long-Haul
PART_00314,Control Valve,FlySwift,FN_4870,72.23,23.38,4.33,47637,False,None,2024-10-17,6373,Long-Haul
PART_00423,Navigation Module,FlySwift,FN_7521,107.75,259.37,4.54,28342,True,None,2024-06-22,6048,Long-Haul
PART_00400,Navigation Module,Cloud Nine Aviation,FN_9835,96.45,207.37,1.56,44080,False,Turbine Overheat,2024-03-23,3298,Long-Haul
PART_00483,Navigation Module,AirJet Airways,FN_5032,90.5,233.82,8.82,45993,False,None,2024-12-13,9024,Long-Haul
PART_00488,Wheel Brake Assembly,AirJet Airways,FN_8294,52.42,98.13,9.34,25511,True,Valve Stuck,2024-07-23,3445,Commercial
PART_00358,Control Valve,Cloud Nine Aviation,FN_4456,70.93,27.6,2.13,6333,False,Seal Failure,2024-09-10,9555,Short-Haul
PART_00429,Navigation Module,AirJet Airways,FN_3121,94.94,12.49,6.8,38093,False,Seal Failure,2024-06-23,8474,Long-Haul
PART_00433,Fuel Line,Sky High Airlines,FN_5272,116.89,172.05,6.19,12319,True,Turbine Overheat,2024-01-28,4863,Cargo
PART_00028,Fuel Injector,Cloud Nine Aviation,FN_9513,83.67,106.6,8.87,14651,True,Turbine Overheat,2024-08-16,961,Commercial
PART_00403,Turbine Blade,AirJet Airways,FN_8271,65.81,50.46,4.0,25273,True,Oil Leakage,2024-11-01,4801,Private
PART_00251,Actuator,Global Wings,FN_4173,81.65,159.17,2.63,26767,False,Seal Failure,2024-11-21,3789,Cargo
PART_00415,Communication Module,FlySwift,FN_5117,49.81,283.28,6.76,13237,False,Seal Failure,2024-08-05,1615,Short-Haul
PART_00097,Actuator,FlySwift,FN_4895,73.99,164.47,5.2,4492,False,Fuel Leakage,2024-10-04,2233,Private
PART_00252,Control Valve,Global Wings,FN_2062,93.89,103.46,5.5,15439,False,Oil Leakage,2024-09-13,8100,Short-Haul
PART_00499,Turbine Blade,AirJet Airways,FN_2695,112.42,191.37,7.61,45841,True,None,2024-04-04,5181,Cargo
PART_00282,Oil Pump,AirJet Airways,FN_5266,117.96,162.81,2.72,12252,True,Valve Stuck,2024-03-25,3696,Short-Haul
PART_00177,Fuel Injector,Cloud Nine Aviation,FN_5048,56.91,288.75,6.42,4157,False,Pressure Loss,2024-11-04,1450,Private
PART_00467,Turbine Blade,Cloud Nine Aviation,FN_3954,85.2,93.11,1.08,14560,False,None,2024-05-12,2899,Private
PART_00068,Turbine Blade,Global Wings,FN_1933,63.78,45.92,1.67,24107,True,Seal Failure,2024-04-10,5700,Long-Haul
PART_00493,Wheel Brake Assembly,Sky High Airlines,FN_5438,108.44,83.94,3.2,37701,False,Seal Failure,2024-07-15,7858,Private
PART_00125,Navigation Module,Cloud Nine Aviation,FN_1480,84.85,263.19,5.81,17852,True,None,2024-02-14,6994,Private
PART_00481,Hydraulic Pump,Global Wings,FN_4463,50.83,192.15,5.71,40081,True,None,2024-09-25,7575,Short-Haul
PART_00474,Control Valve,Global Wings,FN_8535,77.12,223.43,2.92,22693,False,Valve Stuck,2024-06-27,6018,Commercial
PART_00144,Fuel Line,AirJet Airways,FN_3135,100.29,137.28,6.35,7781,False,Turbine Overheat,2024-10-17,8034,Commercial
PART_00403,Actuator,Cloud Nine Aviation,FN_9383,108.58,50.1,0.05,16264,False,Oil Leakage,2024-02-09,5155,Commercial
PART_00287,Wheel Brake Assembly,Global Wings,FN_4812,101.52,76.18,5.96,28998,False,Pressure Loss,2024-10-14,9480,Private
PART_00490,Fuel Line,Sky High Airlines,FN_7562,64.79,288.61,1.83,18486,True,None,2024-04-02,2230,Cargo
PART_00383,Communication Module,FlySwift,FN_5077,104.04,269.17,7.51,44425,True,Fuel Leakage,2024-03-03,3413,Cargo
PART_00369,Turbine Blade,Sky High Airlines,FN_4710,99.07,204.13,3.68,47689,False,Seal Failure,2024-06-02,7490,Short-Haul
PART_00208,Wheel Brake Assembly,Global Wings,FN_4295,108.74,17.91,3.92,39585,False,Oil Leakage,2024-06-05,4052,Cargo
PART_00199,Control Valve,Sky High Airlines,FN_7659,66.72,224.99,6.98,36228,False,Oil Leakage,2024-08-16,6403,Short-Haul
PART_00040,Communication Module,Global Wings,FN_9632,110.4,244.99,1.22,20410,True,Valve Stuck,2024-03-05,7819,Cargo
PART_00126,Wheel Brake Assembly,Sky High Airlines,FN_3004,112.23,43.58,1.73,40275,False,Valve Stuck,2024-02-02,8201,Cargo
PART_00273,Fuel Line,FlySwift,FN_5663,42.54,282.3,6.56,35938,False,None,2024-12-05,7992,Long-Haul
PART_00273,Control Valve,Sky High Airlines,FN_7374,99.58,32.48,5.49,11835,False,Oil Leakage,2024-06-02,4520,Short-Haul
PART_00467,Control Valve,AirJet Airways,FN_8618,98.13,204.84,8.27,32801,False,Fuel Leakage,2024-02-20,4064,Private
PART_00352,Wheel Brake Assembly,Sky High Airlines,FN_5778,113.47,61.45,9.86,11050,True,Fuel Leakage,2024-04-07,5599,Long-Haul
PART_00420,Fuel Line,AirJet Airways,FN_8328,117.43,162.52,8.86,34427,True,None,2024-07-10,7151,Short-Haul
PART_00498,Wheel Brake Assembly,Sky High Airlines,FN_8889,109.67,27.77,6.76,29334,True,None,2024-11-21,6694,Long-Haul
PART_00015,Wheel Brake Assembly,FlySwift,FN_6028,98.1,137.58,0.67,24364,False,Pressure Loss,2024-06-15,7178,Short-Haul
PART_00407,Communication Module,Cloud Nine Aviation,FN_7154,118.18,47.77,4.43,10700,True,None,2024-09-27,2410,Short-Haul
PART_00090,Turbine Blade,FlySwift,FN_3376,43.77,181.86,1.55,30189,False,Fuel Leakage,2024-08-23,552,Short-Haul
PART_00165,Navigation Module,Sky High Airlines,FN_3555,62.31,110.93,2.85,30797,True,Seal Failure,2024-08-04,7319,Private
PART_00190,Communication Module,FlySwift,FN_2171,100.35,167.25,5.1,47353,False,Pressure Loss,2024-09-02,3124,Short-Haul
PART_00390,Turbine Blade,AirJet Airways,FN_2540,81.06,263.18,1.46,18795,False,Pressure Loss,2024-03-21,8466,Commercial
PART_00028,Oil Pump,Sky High Airlines,FN_5006,116.51,56.08,5.5,38172,False,Turbine Overheat,2024-09-12,6262,Private
PART_00293,Communication Module,Global Wings,FN_8144,105.19,205.54,6.11,36740,True,Valve Stuck,2024-06-13,8153,Commercial
PART_00469,Communication Module,Cloud Nine Aviation,FN_1602,77.86,139.01,7.63,38205,False,None,2024-03-12,1282,Private
PART_00465,Fuel Injector,AirJet Airways,FN_8064,73.45,201.8,4.33,28313,False,Fuel Leakage,2024-05-19,7449,Private
PART_00455,Oil Pump,Sky High Airlines,FN_9292,53.31,114.56,2.43,23103,True,Fuel Leakage,2024-12-18,7636,Cargo
PART_00334,Fuel Line,Global Wings,FN_9161,110.58,10.03,3.22,42520,False,Oil Leakage,2024-08-17,5326,Short-Haul
PART_00105,Navigation Module,Global Wings,FN_5144,54.67,275.91,8.87,5759,True,Valve Stuck,2024-01-03,8225,Short-Haul
PART_00419,Hydraulic Pump,Sky High Airlines,FN_5830,112.32,45.04,2.26,21257,True,Valve Stuck,2024-09-07,9723,Cargo
PART_00054,Fuel Injector,Cloud Nine Aviation,FN_7034,68.32,226.95,0.67,27904,True,None,2024-12-06,9647,Long-Haul
PART_00286,Actuator,Cloud Nine Aviation,FN_5575,113.92,83.26,9.16,33417,False,Oil Leakage,2024-09-22,599,Cargo
PART_00422,Hydraulic Pump,AirJet Airways,FN_9610,102.54,101.35,4.37,15589,False,Seal Failure,2024-06-01,1905,Long-Haul
PART_00165,Hydraulic Pump,FlySwift,FN_3850,78.36,10.35,2.13,21761,False,None,2024-02-08,3228,Short-Haul
PART_00184,Control Valve,Cloud Nine Aviation,FN_9552,45.85,131.49,3.37,13143,True,Oil Leakage,2024-06-08,4903,Long-Haul
PART_00185,Control Valve,Cloud Nine Aviation,FN_1544,65.83,93.6,2.26,11506,True,Fuel Leakage,2024-04-09,9370,Commercial
PART_00173,Fuel Line,Cloud Nine Aviation,FN_1127,81.6,125.81,6.52,23766,False,Pressure Loss,2024-07-05,7687,Commercial
PART_00098,Wheel Brake Assembly,AirJet Airways,FN_1743,53.66,222.23,6.85,28403,True,Oil Leakage,2024-05-02,2559,Private
PART_00217,Fuel Injector,Global Wings,FN_6567,89.74,86.94,7.31,48639,False,Oil Leakage,2024-06-08,416,Commercial
PART_00394,Wheel Brake Assembly,Global Wings,FN_7320,90.82,81.88,3.7,43355,False,Pressure Loss,2024-09-01,9624,Short-Haul
PART_00441,Control Valve,AirJet Airways,FN_7627,80.16,188.86,8.73,36692,True,Fuel Leakage,2024-12-27,5920,Cargo
PART_00258,Navigation Module,Cloud Nine Aviation,FN_2914,105.22,272.43,0.03,25477,True,Turbine Overheat,2024-11-24,4740,Short-Haul
PART_00125,Hydraulic Pump,Sky High Airlines,FN_9548,45.05,298.76,4.07,36832,False,Pressure Loss,2024-03-22,6633,Long-Haul
PART_00200,Fuel Injector,AirJet Airways,FN_3490,70.12,90.72,5.98,4552,False,Pressure Loss,2024-05-01,1679,Short-Haul
PART_00056,Actuator,Global Wings,FN_2884,50.21,267.49,7.36,37041,True,Fuel Leakage,2024-09-13,4655,Long-Haul
PART_00025,Oil Pump,Global Wings,FN_6781,65.36,139.03,4.41,12031,False,Fuel Leakage,2024-07-14,7428,Long-Haul
PART_00139,Fuel Injector,FlySwift,FN_9547,49.9,176.11,9.75,40629,True,Pressure Loss,2024-12-19,9528,Private
PART_00379,Fuel Injector,FlySwift,FN_9358,84.18,76.68,0.08,21310,True,Seal Failure,2024-11-05,5899,Private
PART_00090,Wheel Brake Assembly,Sky High Airlines,FN_5730,98.04,187.01,7.77,11405,False,Valve Stuck,2024-06-08,489,Private
PART_00093,Hydraulic Pump,FlySwift,FN_9661,40.42,229.78,1.5,31781,True,Fuel Leakage,2024-03-06,7622,Short-Haul
PART_00225,Oil Pump,Sky High Airlines,FN_1610,53.15,266.48,5.25,16408,True,Oil Leakage,2024-11-27,6770,Short-Haul
PART_00465,Wheel Brake Assembly,AirJet Airways,FN_2645,62.65,91.23,6.49,42266,True,Valve Stuck,2024-05-22,2548,Private
PART_00176,Oil Pump,AirJet Airways,FN_6139,52.02,225.82,0.25,31697,False,Valve Stuck,2024-11-08,444,Cargo
PART_00148,Navigation Module,Cloud Nine Aviation,FN_8356,78.57,248.86,3.69,4653,True,None,2024-06-26,6500,Short-Haul
PART_00381,Wheel Brake Assembly,AirJet Airways,FN_5353,97.29,171.66,0.07,25148,True,Seal Failure,2024-12-05,8281,Cargo
PART_00187,Hydraulic Pump,Cloud Nine Aviation,FN_8604,77.82,39.54,2.11,7178,True,Fuel Leakage,2024-08-07,6161,Cargo
PART_00234,Turbine Blade,FlySwift,FN_6435,75.61,36.25,5.94,15558,True,Turbine Overheat,2024-10-10,2082,Cargo
PART_00460,Wheel Brake Assembly,Global Wings,FN_8028,87.57,13.71,2.99,31179,False,Seal Failure,2024-03-23,5888,Cargo
PART_00077,Communication Module,Global Wings,FN_1636,89.46,201.76,1.54,22766,False,Turbine Overheat,2024-04-11,5715,Long-Haul
PART_00204,Fuel Line,Sky High Airlines,FN_7278,48.12,45.34,0.88,14778,True,Seal Failure,2024-04-25,7621,Private
PART_00029,Hydraulic Pump,Cloud Nine Aviation,FN_9779,82.52,271.79,3.34,9627,False,Pressure Loss,2024-02-06,4646,Long-Haul
PART_00239,Wheel Brake Assembly,Global Wings,FN_3676,73.01,292.31,4.21,15811,True,Valve Stuck,2024-01-14,3649,Commercial
PART_00440,Fuel Line,Sky High Airlines,FN_2641,64.77,11.26,7.61,18005,False,Turbine Overheat,2024-03-10,2756,Private
PART_00332,Wheel Brake Assembly,FlySwift,FN_5121,50.74,178.84,2.1,24920,True,Oil Leakage,2024-10-18,5608,Cargo
PART_00447,Fuel Line,Global Wings,FN_5015,109.31,105.4,0.36,38823,False,None,2024-02-04,4678,Commercial
PART_00410,Actuator,Cloud Nine Aviation,FN_4654,118.42,64.33,4.47,49154,False,Valve Stuck,2024-03-04,8230,Commercial
PART_00348,Hydraulic Pump,Global Wings,FN_2720,96.92,67.0,2.01,40007,True,Oil Leakage,2024-01-13,5698,Commercial
PART_00398,Fuel Injector,Cloud Nine Aviation,FN_5930,40.9,63.46,4.9,35595,False,Fuel Leakage,2024-05-13,4754,Long-Haul
PART_00216,Control Valve,FlySwift,FN_2201,117.44,180.78,5.17,33425,False,Oil Leakage,2024-06-12,1552,Cargo
PART_00338,Turbine Blade,AirJet Airways,FN_5814,66.89,272.65,5.67,19861,False,Pressure Loss,2024-08-19,2970,Cargo
PART_00015,Control Valve,AirJet Airways,FN_5843,44.26,274.66,0.05,12648,True,Oil Leakage,2024-03-25,8890,Long-Haul
PART_00213,Oil Pump,FlySwift,FN_6160,75.33,169.94,4.41,4652,True,None,2024-09-21,8113,Cargo
PART_00250,Fuel Injector,FlySwift,FN_5763,40.24,250.27,6.77,12759,True,Pressure Loss,2024-07-06,7566,Commercial
PART_00201,Turbine Blade,FlySwift,FN_4714,116.5,81.66,5.66,4733,True,Valve Stuck,2024-12-19,3824,Private
PART_00279,Turbine Blade,Cloud Nine Aviation,FN_1678,96.69,183.98,2.05,8615,False,Fuel Leakage,2024-11-16,701,Private
PART_00459,Navigation Module,Global Wings,FN_9144,59.14,159.17,9.07,23134,False,Seal Failure,2024-09-11,6089,Commercial
PART_00135,Oil Pump,Cloud Nine Aviation,FN_5319,99.32,174.17,3.47,22211,False,Valve Stuck,2024-09-14,1529,Cargo
PART_00155,Communication Module,FlySwift,FN_1855,97.42,167.45,6.78,37163,True,Turbine Overheat,2024-04-14,1573,Cargo
PART_00027,Navigation Module,FlySwift,FN_8578,95.42,62.76,2.78,13681,False,Fuel Leakage,2024-03-15,5614,Long-Haul
PART_00310,Fuel Line,Sky High Airlines,FN_6757,90.31,195.38,4.28,3814,False,Pressure Loss,2024-03-18,5550,Private
PART_00286,Hydraulic Pump,FlySwift,FN_6457,108.72,71.47,2.1,2070,False,Seal Failure,2024-05-05,5307,Short-Haul
PART_00109,Actuator,Cloud Nine Aviation,FN_6223,103.32,272.61,3.64,29680,True,Seal Failure,2024-03-02,1256,Long-Haul
PART_00078,Turbine Blade,Cloud Nine Aviation,FN_9772,73.74,32.31,0.75,34093,True,Fuel Leakage,2024-07-06,8921,Cargo
PART_00451,Communication Module,AirJet Airways,FN_5065,78.93,59.07,0.8,27141,True,Fuel Leakage,2024-09-23,2826,Long-Haul
PART_00174,Turbine Blade,Sky High Airlines,FN_9436,82.66,266.11,8.46,21149,False,Oil Leakage,2024-10-13,3736,Private
PART_00157,Turbine Blade,Sky High Airlines,FN_5655,86.1,263.4,3.67,15895,False,Seal Failure,2024-02-27,2606,Long-Haul
PART_00413,Fuel Injector,Cloud Nine Aviation,FN_6969,47.77,199.67,3.43,6776,True,Valve Stuck,2024-11-10,5498,Long-Haul
PART_00156,Hydraulic Pump,FlySwift,FN_7559,62.64,247.71,4.03,20693,False,Oil Leakage,2024-03-04,2932,Short-Haul
PART_00441,Actuator,FlySwift,FN_8639,89.57,284.25,5.42,29114,False,Fuel Leakage,2024-11-05,6215,Commercial
PART_00120,Oil Pump,Cloud Nine Aviation,FN_9083,85.92,174.86,5.01,14772,False,Oil Leakage,2024-08-03,5295,Long-Haul
PART_00389,Hydraulic Pump,Sky High Airlines,FN_2382,70.86,30.6,5.26,22722,False,Seal Failure,2024-03-07,9032,Commercial
PART_00145,Navigation Module,Cloud Nine Aviation,FN_7214,57.76,287.96,9.74,9723,True,Oil Leakage,2024-04-01,4355,Private
PART_00296,Hydraulic Pump,Sky High Airlines,FN_3836,47.79,219.23,1.88,3727,False,Pressure Loss,2024-03-04,1917,Long-Haul
PART_00182,Communication Module,AirJet Airways,FN_7464,71.39,263.4,7.78,6436,True,Seal Failure,2024-04-15,6061,Long-Haul
PART_00411,Turbine Blade,Cloud Nine Aviation,FN_9422,75.52,38.76,0.35,4159,True,Oil Leakage,2024-06-19,8787,Short-Haul
PART_00129,Actuator,AirJet Airways,FN_5108,42.35,142.09,1.17,42245,True,Fuel Leakage,2024-09-27,7230,Cargo
PART_00417,Fuel Injector,Sky High Airlines,FN_1514,94.9,74.41,0.87,2240,True,Pressure Loss,2024-07-01,4671,Short-Haul
PART_00426,Oil Pump,Cloud Nine Aviation,FN_5054,78.82,38.78,7.68,36820,False,Turbine Overheat,2024-07-14,3718,Cargo
PART_00443,Control Valve,Sky High Airlines,FN_6365,81.08,221.89,9.87,35430,True,Seal Failure,2024-11-23,132,Long-Haul
PART_00190,Fuel Injector,Global Wings,FN_4525,57.1,280.44,1.43,29021,True,Seal Failure,2024-10-17,5590,Commercial
PART_00112,Fuel Line,Global Wings,FN_1210,68.18,232.39,4.06,28818,True,Turbine Overheat,2024-12-08,4531,Long-Haul
PART_00424,Actuator,FlySwift,FN_8022,64.82,55.05,6.76,7076,True,Pressure Loss,2024-03-04,9529,Commercial
PART_00021,Communication Module,Global Wings,FN_4757,85.69,241.35,8.01,33441,False,None,2024-12-10,8264,Long-Haul
PART_00480,Fuel Injector,Sky High Airlines,FN_1392,75.52,50.53,9.05,25312,True,None,2024-10-06,5425,Short-Haul
PART_00042,Turbine Blade,FlySwift,FN_7205,85.37,67.3,9.15,41241,True,Valve Stuck,2024-08-28,3056,Long-Haul
PART_00418,Navigation Module,FlySwift,FN_4441,99.85,155.63,0.14,38537,False,Valve Stuck,2024-08-06,4349,Commercial
PART_00036,Hydraulic Pump,FlySwift,FN_3355,93.13,294.81,5.31,4845,False,None,2024-07-06,2718,Private
PART_00039,Fuel Injector,AirJet Airways,FN_9422,40.4,281.39,3.28,6714,True,None,2024-08-09,8183,Short-Haul
PART_00321,Wheel Brake Assembly,Global Wings,FN_4373,40.18,182.89,4.06,43710,False,Seal Failure,2024-05-22,6832,Private
PART_00179,Navigation Module,Cloud Nine Aviation,FN_4296,75.43,224.21,8.85,32474,True,Fuel Leakage,2024-06-03,3374,Short-Haul
PART_00283,Hydraulic Pump,FlySwift,FN_8895,47.08,196.75,3.29,48493,False,Valve Stuck,2024-11-20,3336,Commercial
PART_00097,Communication Module,FlySwift,FN_2709,104.01,234.6,5.21,16250,True,Turbine Overheat,2024-07-23,1875,Private
PART_00071,Turbine Blade,AirJet Airways,FN_6575,53.55,275.2,4.92,16675,False,Valve Stuck,2024-01-23,5882,Commercial
PART_00090,Oil Pump,AirJet Airways,FN_8002,55.37,189.95,0.6,4756,True,Fuel Leakage,2024-09-21,5514,Cargo
PART_00088,Communication Module,AirJet Airways,FN_4470,41.3,50.33,8.11,27797,False,None,2024-02-16,1038,Long-Haul
PART_00328,Navigation Module,Global Wings,FN_8202,80.05,56.01,8.07,39252,False,Fuel Leakage,2024-10-01,9060,Commercial
PART_00280,Control Valve,Cloud Nine Aviation,FN_2567,40.75,251.3,2.92,18289,False,Oil Leakage,2024-01-21,2009,Cargo
PART_00481,Wheel Brake Assembly,AirJet Airways,FN_9307,102.8,140.96,0.29,8471,False,Seal Failure,2024-11-06,519,Cargo
PART_00023,Hydraulic Pump,AirJet Airways,FN_3796,43.61,187.96,9.4,1476,True,Oil Leakage,2024-09-13,9303,Long-Haul
PART_00307,Oil Pump,FlySwift,FN_2674,55.45,161.81,4.18,8381,True,Turbine Overheat,2024-09-11,177,Cargo
PART_00333,Navigation Module,Sky High Airlines,FN_8684,97.37,100.39,2.6,35189,False,Seal Failure,2024-03-07,4097,Long-Haul
PART_00451,Actuator,Sky High Airlines,FN_5842,86.7,258.27,2.87,40124,False,Valve Stuck,2024-03-06,4360,Private
PART_00213,Communication Module,FlySwift,FN_6489,107.63,119.05,8.81,15307,False,Seal Failure,2024-08-01,3207,Cargo
PART_00105,Turbine Blade,Sky High Airlines,FN_8386,43.59,159.85,9.04,5833,True,Turbine Overheat,2024-08-23,8608,Short-Haul
PART_00408,Fuel Injector,AirJet Airways,FN_6416,52.28,170.06,2.6,22826,True,Oil Leakage,2024-03-12,4650,Short-Haul
PART_00190,Oil Pump,Sky High Airlines,FN_1777,42.27,120.39,1.34,43207,False,Pressure Loss,2024-12-23,6146,Private
